transID,blastNR,proteinID,geneName,CDSID,geneID
MSTRG.24300.1.p1.p1,sp|P34822|DSL1_CHICK,P34822,DSL1,MSTRG.24300.1.p1,MSTRG.24300
Ler_72197.p1.p1,sp|P10394|POL4_DROME,P10394,POL,Ler_72197.p1,nbisL1-mrna-15992
MSTRG.24162.1.p1.p1,sp|Q02084|A33_PLEWA,Q02084,#N/A,MSTRG.24162.1.p1,MSTRG.24162
MSTRG.24382.1.p1.p1,sp|Q8R2Q0|TRI29_MOUSE,Q8R2Q0,TRIM29,MSTRG.24382.1.p1,MSTRG.24382
Ler_89478.p2.p1,sp|Q588U8|CFDP2_TRAJA,Q588U8,CFDP2,Ler_89478.p2,nbisL1-mrna-16066
MSTRG.24203.1.p1.p1,sp|P14373|TRI27_HUMAN,P14373,TRIM27,MSTRG.24203.1.p1,MSTRG.24203
MSTRG.24619.1.p1.p1,sp|Q8TDX6|CGAT1_HUMAN,Q8TDX6,CSGALNACT1,MSTRG.24619.1.p1,MSTRG.24619
Ler_322425.p3.p1,sp|P0CV25|RLR78_PLAVT,P0CV25,RXLR78,Ler_322425.p3,nbisL1-mrna-15947
Ler_322425.p3.p5,sp|Q8BVW3|TRI14_MOUSE,Q8BVW3,TRIM14,Ler_322425.p3,nbisL1-mrna-15947
MSTRG.24220.1.p1.p1,sp|Q8BVW3|TRI14_MOUSE,Q8BVW3,TRIM14,MSTRG.24220.1.p1,MSTRG.24220
MSTRG.24395.1.p1.p1,sp|Q5M929|RN135_RAT,Q5M929,RNF135,MSTRG.24395.1.p1,MSTRG.24395
Ler_05262.p1.p2,sp|Q02084|A33_PLEWA,Q02084,#N/A,Ler_05262.p1,nbisL1-mrna-16020
Ler_05262.p1.p4,sp|Q8BVW3|TRI14_MOUSE,Q8BVW3,TRIM14,Ler_05262.p1,nbisL1-mrna-16020
Ler_385176.p2.p1,sp|P04323|POL3_DROME,P04323,POL,Ler_385176.p2,nbisL1-mrna-16057
MSTRG.24206.1.p2.p2,sp|Q8BVW3|TRI14_MOUSE,Q8BVW3,TRIM14,MSTRG.24206.1.p2,MSTRG.24206
Ler_264107.p1.p1,sp|Q5TM55|TRI15_MACMU,Q5TM55,TRIM15,Ler_264107.p1,nbisL1-mrna-16077
MSTRG.24101.1.p1.p1,sp|Q8BVW3|TRI14_MOUSE,Q8BVW3,TRIM14,MSTRG.24101.1.p1,MSTRG.24101
MSTRG.24640.1.p1.p1,sp|Q8WVV5|BT2A2_HUMAN,Q8WVV5,BTN2A2,MSTRG.24640.1.p1,MSTRG.24640
MSTRG.24616.1.p3.p1,sp|Q5CZR5|AEP1_DANRE,Q5CZR5,AEP1,MSTRG.24616.1.p3,MSTRG.24616
MSTRG.24210.1.p1.p1,sp|Q02084|A33_PLEWA,Q02084,#N/A,MSTRG.24210.1.p1,MSTRG.24210
Ler_54419.p1.p1,sp|Q14142|TRI14_HUMAN,Q14142,TRIM14,Ler_54419.p1,nbisL1-mrna-16062
Ler_54419.p1.p2,sp|Q8BVW3|TRI14_MOUSE,Q8BVW3,TRIM14,Ler_54419.p1,nbisL1-mrna-16062
MSTRG.24641.5.p1.p1,sp|Q8BVW3|TRI14_MOUSE,Q8BVW3,TRIM14,MSTRG.24641.5.p1,MSTRG.24641
MSTRG.24641.3.p1.p1,sp|Q8BVW3|TRI14_MOUSE,Q8BVW3,TRIM14,MSTRG.24641.3.p1,MSTRG.24641
MSTRG.24141.1.p1.p1,sp|Q5CZR5|AEP1_DANRE,Q5CZR5,AEP1,MSTRG.24141.1.p1,MSTRG.24141
MSTRG.24429.1.p2.p1,sp|Q96F44|TRI11_HUMAN,Q96F44,TRIM11,MSTRG.24429.1.p2,MSTRG.24429
Ler_54418.p3.p1,sp|Q8BVW3|TRI14_MOUSE,Q8BVW3,TRIM14,Ler_54418.p3,nbisL1-mrna-16036
Ler_54418.p3.p3,sp|Q02084|A33_PLEWA,Q02084,#N/A,Ler_54418.p3,nbisL1-mrna-16036
MSTRG.24239.1.p1.p1,sp|Q9NR30|DDX21_HUMAN,Q9NR30,DDX21,MSTRG.24239.1.p1,MSTRG.24239
MSTRG.24239.1.p1.p5,sp|Q49AG3|ZBED5_HUMAN,Q49AG3,ZBED5,MSTRG.24239.1.p1,MSTRG.24239
MSTRG.24543.5.p1.p1,sp|P48463|PP2AA_CHICK,P48463,PPP2CA,MSTRG.24543.5.p1,MSTRG.24543
Ler_106496.p1.p1,sp|Q90Y50|CXAR_DANRE,Q90Y50,CXADR,Ler_106496.p1,nbisL1-mrna-15996
Ler_31040.p1.p1,sp|P04323|POL3_DROME,P04323,POL,Ler_31040.p1,nbisL1-mrna-16021
Ler_31040.p1.p2,sp|Q5CZR5|AEP1_DANRE,Q5CZR5,AEP1,Ler_31040.p1,nbisL1-mrna-16021
Ler_54075.p1.p1,sp|P14350|POL_FOAMV,P14350,POL,Ler_54075.p1,nbisL1-mrna-15942
Ler_54075.p1.p2,sp|Q9P2P1|NYNRI_HUMAN,Q9P2P1,NYNRIN,Ler_54075.p1,nbisL1-mrna-15942
Ler_336695.p2.p2,sp|Q5M929|RN135_RAT,Q5M929,RNF135,Ler_336695.p2,nbisL1-mrna-16037
MSTRG.24195.1.p2.p1,sp|Q02084|A33_PLEWA,Q02084,#N/A,MSTRG.24195.1.p2,MSTRG.24195
MSTRG.24195.1.p2.p2,sp|O00478|BT3A3_HUMAN,O00478,BTN3A3,MSTRG.24195.1.p2,MSTRG.24195
MSTRG.24319.1.p1.p1,sp|P0C605|KGP1_MOUSE,P0C605,PRKG1,MSTRG.24319.1.p1,MSTRG.24319
MSTRG.24233.1.p2.p2,sp|P0CV25|RLR78_PLAVT,P0CV25,RXLR78,MSTRG.24233.1.p2,MSTRG.24233
MSTRG.24362.1.p8.p2,sp|Q5ZKD1|CEPT1_CHICK,Q5ZKD1,CEPT1,MSTRG.24362.1.p8,MSTRG.24362
MSTRG.24252.1.p1.p1,sp|A0A0G2JZ79|SIR1_RAT,A0A0G2JZ79,SIRT1,MSTRG.24252.1.p1,MSTRG.24252
MSTRG.24378.1.p1.p1,sp|Q868Z9|PPN_DROME,Q868Z9,PPN,MSTRG.24378.1.p1,MSTRG.24378
Ler_352201.p1.p1,sp|P10394|POL4_DROME,P10394,POL,Ler_352201.p1,nbisL1-mrna-16045
MSTRG.24637.1.p1.p1,sp|P50615|BTG3_MOUSE,P50615,BTG3,MSTRG.24637.1.p1,MSTRG.24637
MSTRG.24238.1.p1.p1,sp|Q90876|IRF1_CHICK,Q90876,IRF1,MSTRG.24238.1.p1,MSTRG.24238
MSTRG.24615.1.p3.p1,sp|Q80SU7|GVIN1_MOUSE,Q80SU7,GVIN1,MSTRG.24615.1.p3,MSTRG.24615
Ler_263994.p4.p2,sp|Q95SX7|RTBS_DROME,Q95SX7,RTASE,Ler_263994.p4,nbisL1-mrna-16079
MSTRG.24353.11.p2.p2,sp|Q96F44|TRI11_HUMAN,Q96F44,TRIM11,MSTRG.24353.11.p2,MSTRG.24353
MSTRG.24353.12.p1.p1,sp|Q5M929|RN135_RAT,Q5M929,RNF135,MSTRG.24353.12.p1,MSTRG.24353
MSTRG.24353.1.p1.p1,sp|Q96F44|TRI11_HUMAN,Q96F44,TRIM11,MSTRG.24353.1.p1,MSTRG.24353
MSTRG.24263.2.p5.p1,sp|Q9NQE7|TSSP_HUMAN,Q9NQE7,PRSS16,MSTRG.24263.2.p5,MSTRG.24263
MSTRG.24263.2.p5.p5,sp|Q9NQE7|TSSP_HUMAN,Q9NQE7,PRSS16,MSTRG.24263.2.p5,MSTRG.24263
Ler_336586.p2.p2,sp|Q62158|TRI27_MOUSE,Q62158,TRIM27,Ler_336586.p2,nbisL1-mrna-15954
MSTRG.24415.1.p1.p1,sp|A0JN74|TRI11_BOVIN,A0JN74,TRIM11,MSTRG.24415.1.p1,MSTRG.24415
Ler_139150.p2.p1,sp|Q08BN9|NXPE3_DANRE,Q08BN9,NXPE3,Ler_139150.p2,nbisL1-mrna-16078
Ler_139150.p2.p2,sp|A2VDP6|NXPE3_BOVIN,A2VDP6,NXPE3,Ler_139150.p2,nbisL1-mrna-16078
MSTRG.24115.4.p9.p1,sp|Q7LHG5|YI31B_YEAST,Q7LHG5,TY3B-I,MSTRG.24115.4.p9,MSTRG.24115
MSTRG.24115.4.p9.p3,sp|Q96LD4|TRI47_HUMAN,Q96LD4,TRIM47,MSTRG.24115.4.p9,MSTRG.24115
MSTRG.24115.4.p9.p9,sp|Q8BVW3|TRI14_MOUSE,Q8BVW3,TRIM14,MSTRG.24115.4.p9,MSTRG.24115
Ler_72316.p2.p1,sp|Q8BVW3|TRI14_MOUSE,Q8BVW3,TRIM14,Ler_72316.p2,nbisL1-mrna-16058
MSTRG.24360.1.p5.p1,sp|Q5M929|RN135_RAT,Q5M929,RNF135,MSTRG.24360.1.p5,MSTRG.24360
Ler_368713.p1.p1,sp|P04323|POL3_DROME,P04323,POL,Ler_368713.p1,nbisL1-mrna-15974
MSTRG.24251.1.p1.p1,sp|A0A0G2JZ79|SIR1_RAT,A0A0G2JZ79,SIRT1,MSTRG.24251.1.p1,MSTRG.24251
Ler_368561.p2.p1,sp|P04323|POL3_DROME,P04323,POL,Ler_368561.p2,nbisL1-mrna-16050
MSTRG.24361.1.p4.p1,sp|O93209|POL_FFV,O93209,POL,MSTRG.24361.1.p4,MSTRG.24361
MSTRG.24361.1.p4.p2,sp|P04323|POL3_DROME,P04323,POL,MSTRG.24361.1.p4,MSTRG.24361
MSTRG.24361.1.p4.p7,sp|P10394|POL4_DROME,P10394,POL,MSTRG.24361.1.p4,MSTRG.24361
MSTRG.24361.1.p4.p9,sp|P26809|POL_MLVFF,P26809,POL,MSTRG.24361.1.p4,MSTRG.24361
MSTRG.24361.1.p4.p27,sp|Q9BXM9|FSD1L_HUMAN,Q9BXM9,FSD1L,MSTRG.24361.1.p4,MSTRG.24361
Ler_263888.p2.p1,sp|Q95SX7|RTBS_DROME,Q95SX7,RTASE,Ler_263888.p2,nbisL1-mrna-15999
Ler_336684.p1.p1,sp|P20825|POL2_DROME,P20825,POL,Ler_336684.p1,nbisL1-mrna-16038
Ler_336684.p1.p2,sp|P10394|POL4_DROME,P10394,POL,Ler_336684.p1,nbisL1-mrna-16038
MSTRG.24156.2.p1.p1,sp|A4IFA3|GT2D2_BOVIN,A4IFA3,GTF2IRD2,MSTRG.24156.2.p1,MSTRG.24156
MSTRG.24156.2.p1.p3,sp|Q99NI3|GT2D2_MOUSE,Q99NI3,GTF2IRD2,MSTRG.24156.2.p1,MSTRG.24156
Ler_158348.p3.p3,sp|Q3ZCF3|SKP1_BOVIN,Q3ZCF3,SKP1,Ler_158348.p3,nbisL1-mrna-16083
Ler_264126.p2.p2,sp|Q96LD4|TRI47_HUMAN,Q96LD4,TRIM47,Ler_264126.p2,nbisL1-mrna-15991
Ler_264126.p2.p3,sp|Q8BVW3|TRI14_MOUSE,Q8BVW3,TRIM14,Ler_264126.p2,nbisL1-mrna-15991
Ler_322485.p1.p1,sp|P10394|POL4_DROME,P10394,POL,Ler_322485.p1,nbisL1-mrna-16031
Ler_368485.p3.p3,sp|Q66HL2|SRC8_RAT,Q66HL2,CTTN,Ler_368485.p3,nbisL1-mrna-16026
MSTRG.24291.1.p15.p1,sp|O43151|TET3_HUMAN,O43151,TET3,MSTRG.24291.1.p15,MSTRG.24291
Ler_139097.p1.p1,sp|Q5CZR5|AEP1_DANRE,Q5CZR5,AEP1,Ler_139097.p1,nbisL1-mrna-16082
MSTRG.24642.1.p1.p1,sp|Q14142|TRI14_HUMAN,Q14142,TRIM14,MSTRG.24642.1.p1,MSTRG.24642
MSTRG.24386.1.p1.p1,sp|Q96F44|TRI11_HUMAN,Q96F44,TRIM11,MSTRG.24386.1.p1,MSTRG.24386
MSTRG.24666.1.p4.p1,sp|Q8I7P9|POL5_DROME,Q8I7P9,POL,MSTRG.24666.1.p4,MSTRG.24666
MSTRG.24351.1.p1.p1,sp|A0JN74|TRI11_BOVIN,A0JN74,TRIM11,MSTRG.24351.1.p1,MSTRG.24351
MSTRG.24448.1.p1.p1,sp|Q96F44|TRI11_HUMAN,Q96F44,TRIM11,MSTRG.24448.1.p1,MSTRG.24448
MSTRG.24148.2.p1.p1,sp|Q8BVW3|TRI14_MOUSE,Q8BVW3,TRIM14,MSTRG.24148.2.p1,MSTRG.24148
Ler_336750.p1.p1,sp|Q5CZR5|AEP1_DANRE,Q5CZR5,AEP1,Ler_336750.p1,nbisL1-mrna-16047
Ler_336750.p1.p2,sp|Q5CZR5|AEP1_DANRE,Q5CZR5,AEP1,Ler_336750.p1,nbisL1-mrna-16047
Ler_263927.p2.p2,sp|Q14142|TRI14_HUMAN,Q14142,TRIM14,Ler_263927.p2,nbisL1-mrna-15988
Ler_122906.p1.p1,sp|Q5CZR5|AEP1_DANRE,Q5CZR5,AEP1,Ler_122906.p1,nbisL1-mrna-16004
Ler_54350.p1.p1,sp|Q02084|A33_PLEWA,Q02084,#N/A,Ler_54350.p1,nbisL1-mrna-15989
Ler_54350.p1.p2,sp|Q8BVW3|TRI14_MOUSE,Q8BVW3,TRIM14,Ler_54350.p1,nbisL1-mrna-15989
Ler_401988.p1.p1,sp|P04323|POL3_DROME,P04323,POL,Ler_401988.p1,nbisL1-mrna-15981
Ler_352075.p1.p1,sp|P10394|POL4_DROME,P10394,POL,Ler_352075.p1,nbisL1-mrna-16046
MSTRG.24542.1.p1.p1,sp|Q9Z1B5|MD2L1_MOUSE,Q9Z1B5,MAD2L1,MSTRG.24542.1.p1,MSTRG.24542
MSTRG.24369.2.p1.p1,sp|Q96F44|TRI11_HUMAN,Q96F44,TRIM11,MSTRG.24369.2.p1,MSTRG.24369
MSTRG.24369.2.p1.p3,sp|P35072|TCB1_CAEBR,P35072,#N/A,MSTRG.24369.2.p1,MSTRG.24369
Ler_368716.p1.p1,sp|P04323|POL3_DROME,P04323,POL,Ler_368716.p1,nbisL1-mrna-15973
MSTRG.24124.1.p1.p1,sp|Q14142|TRI14_HUMAN,Q14142,TRIM14,MSTRG.24124.1.p1,MSTRG.24124
MSTRG.24390.1.p3.p1,sp|P0CV25|RLR78_PLAVT,P0CV25,RXLR78,MSTRG.24390.1.p3,MSTRG.24390
Ler_402038.p1.p1,sp|P10394|POL4_DROME,P10394,POL,Ler_402038.p1,nbisL1-mrna-15980
MSTRG.24108.1.p1.p1,sp|Q8BVW3|TRI14_MOUSE,Q8BVW3,TRIM14,MSTRG.24108.1.p1,MSTRG.24108
MSTRG.24408.1.p1.p1,sp|Q62158|TRI27_MOUSE,Q62158,TRIM27,MSTRG.24408.1.p1,MSTRG.24408
Ler_368661.p1.p1,sp|Q8R2Q0|TRI29_MOUSE,Q8R2Q0,TRIM29,Ler_368661.p1,nbisL1-mrna-15972
Ler_368661.p1.p2,sp|Q96F44|TRI11_HUMAN,Q96F44,TRIM11,Ler_368661.p1,nbisL1-mrna-15972
MSTRG.24093.5.p1.p1,sp|Q62158|TRI27_MOUSE,Q62158,TRIM27,MSTRG.24093.5.p1,MSTRG.24093
MSTRG.24232.4.p4.p2,sp|Q8BVW3|TRI14_MOUSE,Q8BVW3,TRIM14,MSTRG.24232.4.p4,MSTRG.24232
MSTRG.24299.2.p1.p1,sp|Q9UMS0|NFU1_HUMAN,Q9UMS0,NFU1,MSTRG.24299.2.p1,MSTRG.24299
Ler_322484.p1.p1,sp|P10394|POL4_DROME,P10394,POL,Ler_322484.p1,nbisL1-mrna-15952
MSTRG.24417.1.p1.p1,sp|Q96F44|TRI11_HUMAN,Q96F44,TRIM11,MSTRG.24417.1.p1,MSTRG.24417
MSTRG.24350.1.p1.p1,sp|O76840|PPN1_CAEEL,O76840,MIG-6,MSTRG.24350.1.p1,MSTRG.24350
MSTRG.24354.1.p3.p1,sp|Q14142|TRI14_HUMAN,Q14142,TRIM14,MSTRG.24354.1.p3,MSTRG.24354
Ler_54104.p1.p1,sp|P10394|POL4_DROME,P10394,POL,Ler_54104.p1,nbisL1-mrna-15969
MSTRG.24457.2.p1.p1,sp|P10394|POL4_DROME,P10394,POL,MSTRG.24457.2.p1,MSTRG.24457
MSTRG.24157.1.p1.p1,sp|Q7Z2Y8|GVIN1_HUMAN,Q7Z2Y8,GVINP1,MSTRG.24157.1.p1,MSTRG.24157
MSTRG.24157.1.p1.p7,sp|P04323|POL3_DROME,P04323,POL,MSTRG.24157.1.p1,MSTRG.24157
MSTRG.24465.1.p1.p1,sp|Q5M929|RN135_RAT,Q5M929,RNF135,MSTRG.24465.1.p1,MSTRG.24465
MSTRG.24385.1.p1.p1,sp|Q8R2Q0|TRI29_MOUSE,Q8R2Q0,TRIM29,MSTRG.24385.1.p1,MSTRG.24385
Ler_402021.p2.p1,sp|Q99315|YG31B_YEAST,Q99315,TY3B-G,Ler_402021.p2,nbisL1-mrna-16055
MSTRG.24213.1.p1.p1,sp|Q62158|TRI27_MOUSE,Q62158,TRIM27,MSTRG.24213.1.p1,MSTRG.24213
Ler_401881.p1.p1,sp|Q7LHG5|YI31B_YEAST,Q7LHG5,TY3B-I,Ler_401881.p1,nbisL1-mrna-15987
Ler_401881.p1.p4,sp|P04323|POL3_DROME,P04323,POL,Ler_401881.p1,nbisL1-mrna-15987
Ler_352195.p2.p1,sp|P04323|POL3_DROME,P04323,POL,Ler_352195.p2,nbisL1-mrna-16048
MSTRG.24497.1.p1.p1,sp|Q24K11|AP3M1_BOVIN,Q24K11,AP3M1,MSTRG.24497.1.p1,MSTRG.24497
MSTRG.24394.1.p1.p1,sp|Q8VE62|PAIP1_MOUSE,Q8VE62,PAIP1,MSTRG.24394.1.p1,MSTRG.24394
MSTRG.24370.1.p1.p1,sp|Q02084|A33_PLEWA,Q02084,#N/A,MSTRG.24370.1.p1,MSTRG.24370
Ler_352151.p1.p1,sp|Q5M929|RN135_RAT,Q5M929,RNF135,Ler_352151.p1,nbisL1-mrna-16041
Ler_352151.p1.p2,sp|O00478|BT3A3_HUMAN,O00478,BTN3A3,Ler_352151.p1,nbisL1-mrna-16041
MSTRG.24403.1.p1.p1,sp|O75382|TRIM3_HUMAN,O75382,TRIM3,MSTRG.24403.1.p1,MSTRG.24403
Ler_72315.p4.p3,sp|Q8BVW3|TRI14_MOUSE,Q8BVW3,TRIM14,Ler_72315.p4,nbisL1-mrna-15986
Ler_72315.p4.p4,sp|Q02084|A33_PLEWA,Q02084,#N/A,Ler_72315.p4,nbisL1-mrna-15986
MSTRG.24621.6.p2.p1,sp|Q3UDW8|HGNAT_MOUSE,Q3UDW8,HGSNAT,MSTRG.24621.6.p2,MSTRG.24621
MSTRG.24621.6.p2.p2,sp|Q3UDW8|HGNAT_MOUSE,Q3UDW8,HGSNAT,MSTRG.24621.6.p2,MSTRG.24621
MSTRG.24371.1.p1.p1,sp|Q02084|A33_PLEWA,Q02084,#N/A,MSTRG.24371.1.p1,MSTRG.24371
MSTRG.24421.1.p3.p1,sp|Q96F44|TRI11_HUMAN,Q96F44,TRIM11,MSTRG.24421.1.p3,MSTRG.24421
MSTRG.24421.1.p3.p3,sp|Q6PJ69|TRI65_HUMAN,Q6PJ69,TRIM65,MSTRG.24421.1.p3,MSTRG.24421
MSTRG.24136.1.p2.p1,sp|Q5CZR5|AEP1_DANRE,Q5CZR5,AEP1,MSTRG.24136.1.p2,MSTRG.24136
Ler_54066.p1.p1,sp|P10394|POL4_DROME,P10394,POL,Ler_54066.p1,nbisL1-mrna-16035
Ler_241122.p6.p1,sp|Q8BVW3|TRI14_MOUSE,Q8BVW3,TRIM14,Ler_241122.p6,nbisL1-mrna-16014
Ler_241122.p6.p4,sp|P82457|TRI18_MUSSP,P82457,MID1,Ler_241122.p6,nbisL1-mrna-16014
MSTRG.24643.12.p4.p1,sp|Q8BVW3|TRI14_MOUSE,Q8BVW3,TRIM14,MSTRG.24643.12.p4,MSTRG.24643
MSTRG.24643.9.p4.p1,sp|O00481|BT3A1_HUMAN,O00481,BTN3A1,MSTRG.24643.9.p4,MSTRG.24643
MSTRG.24643.9.p4.p2,sp|Q91431|NF7O_XENLA,Q91431,#N/A,MSTRG.24643.9.p4,MSTRG.24643
Ler_336736.p1.p1,sp|P43276|H15_MOUSE,P43276,H1-5,Ler_336736.p1,nbisL1-mrna-15960
Ler_336736.p1.p2,sp|P02264|H2A_ONCMY,P02264,#N/A,Ler_336736.p1,nbisL1-mrna-15960
Ler_336736.p1.p5,sp|P84227|H32_BOVIN,P84227,#N/A,Ler_336736.p1,nbisL1-mrna-15960
Ler_336736.p1.p6,sp|Q8CGP2|H2B1P_MOUSE,Q8CGP2,HIST1H2BP,Ler_336736.p1,nbisL1-mrna-15960
Ler_336736.p1.p7,sp|P62803|H4_BOVIN,P62803,#N/A,Ler_336736.p1,nbisL1-mrna-15960
MSTRG.24802.1.p1.p1,sp|P50518|VATE1_MOUSE,P50518,ATP6V1E1,MSTRG.24802.1.p1,MSTRG.24802
Ler_106718.p3.p5,sp|O02751|CFDP2_BOVIN,O02751,CFDP2,Ler_106718.p3,nbisL1-mrna-16148
MSTRG.24828.1.p1.p1,sp|Q9UGM3|DMBT1_HUMAN,Q9UGM3,DMBT1,MSTRG.24828.1.p1,MSTRG.24828
MSTRG.24766.1.p1.p1,sp|P14350|POL_FOAMV,P14350,POL,MSTRG.24766.1.p1,MSTRG.24766
MSTRG.24969.1.p1.p1,sp|B2RU80|PTPRB_MOUSE,B2RU80,PTPRB,MSTRG.24969.1.p1,MSTRG.24969
Ler_54528.p1.p1,sp|Q8I7P9|POL5_DROME,Q8I7P9,POL,Ler_54528.p1,nbisL1-mrna-16140
Ler_385396.p1.p1,sp|P10394|POL4_DROME,P10394,POL,Ler_385396.p1,nbisL1-mrna-16135
MSTRG.25042.6.p1.p1,sp|Q9Y6R7|FCGBP_HUMAN,Q9Y6R7,FCGBP,MSTRG.25042.6.p1,MSTRG.25042
Ler_72500.p1.p1,sp|P10394|POL4_DROME,P10394,POL,Ler_72500.p1,nbisL1-mrna-16147
MSTRG.24801.1.p1.p1,sp|Q80Z19|MUC2_MOUSE,Q80Z19,MUC2,MSTRG.24801.1.p1,MSTRG.24801
Ler_89659.p4.p1,sp|P02264|H2A_ONCMY,P02264,#N/A,Ler_89659.p4,nbisL1-mrna-16184
Ler_89659.p4.p4,sp|P84227|H32_BOVIN,P84227,#N/A,Ler_89659.p4,nbisL1-mrna-16184
Ler_89659.p4.p5,sp|Q8CGP2|H2B1P_MOUSE,Q8CGP2,HIST1H2BP,Ler_89659.p4,nbisL1-mrna-16184
MSTRG.24876.2.p1.p1,sp|Q7ZTI5|MED21_DANRE,Q7ZTI5,MED21,MSTRG.24876.2.p1,MSTRG.24876
MSTRG.25015.6.p2.p2,sp|Q3SZJ4|PTGR1_BOVIN,Q3SZJ4,PTGR1,MSTRG.25015.6.p2,MSTRG.25015
MSTRG.24906.3.p2.p3,sp|P53817|PLAT3_RAT,P53817,PLAAT3,MSTRG.24906.3.p2,MSTRG.24906
MSTRG.24797.1.p1.p1,sp|Q9HC84|MUC5B_HUMAN,Q9HC84,MUC5B,MSTRG.24797.1.p1,MSTRG.24797
MSTRG.25028.13.p3.p3,sp|P35762|CD81_MOUSE,P35762,CD81,MSTRG.25028.13.p3,MSTRG.25028
MSTRG.24855.1.p1.p1,sp|P06867|PLMN_PIG,P06867,PLG,MSTRG.24855.1.p1,MSTRG.24855
MSTRG.24841.1.p1.p1,sp|P30205|WC11_BOVIN,P30205,#N/A,MSTRG.24841.1.p1,MSTRG.24841
MSTRG.24720.2.p14.p1,sp|Q8I7P9|POL5_DROME,Q8I7P9,POL,MSTRG.24720.2.p14,MSTRG.24720
MSTRG.24729.1.p1.p1,sp|P48506|GSH1_HUMAN,P48506,GCLC,MSTRG.24729.1.p1,MSTRG.24729
Ler_402237.p1.p1,sp|P10394|POL4_DROME,P10394,POL,Ler_402237.p1,nbisL1-mrna-16179
MSTRG.24865.1.p5.p2,sp|P06867|PLMN_PIG,P06867,PLG,MSTRG.24865.1.p5,MSTRG.24865
Ler_241727.p1.p1,sp|P98088|MUC5A_HUMAN,P98088,MUC5AC,Ler_241727.p1,nbisL1-mrna-16159
Ler_336973.p1.p1,sp|P10394|POL4_DROME,P10394,POL,Ler_336973.p1,nbisL1-mrna-16171
MSTRG.24776.1.p1.p1,sp|P0DMQ6|DHSO_CHICK,P0DMQ6,SORD,MSTRG.24776.1.p1,MSTRG.24776
MSTRG.24958.1.p2.p2,sp|Q9BYT3|STK33_HUMAN,Q9BYT3,STK33,MSTRG.24958.1.p2,MSTRG.24958
Ler_402291.p1.p4,sp|P20825|POL2_DROME,P20825,POL,Ler_402291.p1,nbisL1-mrna-16138
Ler_336902.p1.p1,sp|D3ZBN0|H15_RAT,D3ZBN0,H1-5,Ler_336902.p1,nbisL1-mrna-16170
Ler_336902.p1.p2,sp|P02264|H2A_ONCMY,P02264,#N/A,Ler_336902.p1,nbisL1-mrna-16170
Ler_336902.p1.p5,sp|P84227|H32_BOVIN,P84227,#N/A,Ler_336902.p1,nbisL1-mrna-16170
Ler_336902.p1.p6,sp|Q8CGP2|H2B1P_MOUSE,Q8CGP2,HIST1H2BP,Ler_336902.p1,nbisL1-mrna-16170
Ler_336902.p1.p8,sp|P62803|H4_BOVIN,P62803,#N/A,Ler_336902.p1,nbisL1-mrna-16170
Ler_368844.p1.p1,sp|Q8I7P9|POL5_DROME,Q8I7P9,POL,Ler_368844.p1,nbisL1-mrna-16131
MSTRG.24836.7.p1.p1,sp|P23467|PTPRB_HUMAN,P23467,PTPRB,MSTRG.24836.7.p1,MSTRG.24836
MSTRG.24836.7.p1.p4,sp|Q8BZE1|DMBTL_MOUSE,Q8BZE1,CDCP3,MSTRG.24836.7.p1,MSTRG.24836
MSTRG.24821.1.p1.p1,sp|Q8AWA7|K1C11_LAMFL,Q8AWA7,#N/A,MSTRG.24821.1.p1,MSTRG.24821
MSTRG.24849.3.p1.p1,sp|P23467|PTPRB_HUMAN,P23467,PTPRB,MSTRG.24849.3.p1,MSTRG.24849
MSTRG.24716.16.p1.p1,sp|O00534|VMA5A_HUMAN,O00534,VWA5A,MSTRG.24716.16.p1,MSTRG.24716
MSTRG.24993.4.p2.p1,sp|Q96MW7|TIGD1_HUMAN,Q96MW7,TIGD1,MSTRG.24993.4.p2,MSTRG.24993
MSTRG.24978.1.p2.p2,sp|Q86UZ6|ZBT46_HUMAN,Q86UZ6,ZBTB46,MSTRG.24978.1.p2,MSTRG.24978
Ler_385529.p1.p1,sp|B2RU80|PTPRB_MOUSE,B2RU80,PTPRB,Ler_385529.p1,nbisL1-mrna-16177
Ler_123075.p4.p1,sp|P02264|H2A_ONCMY,P02264,#N/A,Ler_123075.p4,nbisL1-mrna-16156
Ler_123075.p4.p4,sp|P84227|H32_BOVIN,P84227,#N/A,Ler_123075.p4,nbisL1-mrna-16156
Ler_123075.p4.p5,sp|Q8CGP2|H2B1P_MOUSE,Q8CGP2,HIST1H2BP,Ler_123075.p4,nbisL1-mrna-16156
Ler_123075.p4.p7,sp|P62803|H4_BOVIN,P62803,#N/A,Ler_123075.p4,nbisL1-mrna-16156
MSTRG.24918.1.p1.p1,sp|P98089|MUC2L_RAT,P98089,#N/A,MSTRG.24918.1.p1,MSTRG.24918
MSTRG.24822.2.p1.p1,sp|Q9JM99|PRG4_MOUSE,Q9JM99,PRG4,MSTRG.24822.2.p1,MSTRG.24822
Ler_13051.p1.p1,sp|Q9P2D7|DYH1_HUMAN,Q9P2D7,DNAH1,Ler_13051.p1,nbisL1-mrna-16162
MSTRG.24817.1.p1.p1,sp|P18445|RL27A_RAT,P18445,RPL27A,MSTRG.24817.1.p1,MSTRG.24817
